Level,Deployment,StartTime,EndTime,Notes,Test,Redmine#,Todo,ReviewedBy,ReviewedDate
oxy_calphase,D00001,2014-08-25T18:50:41Z,2015-03-06T19:58:48Z,extracted from 1st file of 4 files,Global Range Values,,global min = None global_max = None,friedrich,2017-05-02T00:00:00Z
practical_salinity,D00001,2014-08-25T18:50:41Z,2015-03-06T19:58:48Z,extracted from 1st file of 4 files,Global Range Values,,global min = None global_max = None,friedrich,2017-05-02T00:00:00Z
temperature,D00001,2014-08-25T18:50:41Z,2015-03-06T19:58:48Z,extracted from 1st file of 4 files,Global Range Values,,global min = None global_max = None,friedrich,2017-05-02T00:00:00Z
ctdbp_no_seawater_pressure,D00001,2014-08-25T18:50:41Z,2015-03-06T19:58:48Z,extracted from 1st file of 4 files,Global Range Values,,global min = 0.0 global_max = 6000.0,friedrich,2017-05-02T00:00:00Z
ctdbp_no_seawater_pressure,D00001,2014-08-25T18:50:41Z,2014-10-31T23:59:59Z,applies to one file,Stuck Value QC Test,,check: test triggered,friedrich,2017-05-02T00:00:00Z
ctd_tc_oxygen,D00001,2014-08-25T18:50:41Z,2015-03-06T19:58:48Z,extracted from 1st file of 4 files,Global Range Values,,global min = None global_max = None,friedrich,2017-05-02T00:00:00Z
density,D00001,2014-08-25T18:50:41Z,2015-03-06T19:58:48Z,extracted from 1st file of 4 files,Global Range Values,,global min = None global_max = None,friedrich,2017-05-02T00:00:00Z
ctdbp_no_seawater_conductivity,D00001,2014-08-25T18:50:41Z,2015-03-06T19:58:48Z,extracted from 1st file of 4 files,Global Range Values,,global min = 0.0 global_max = 6.0,friedrich,2017-05-02T00:00:00Z
ctdbp_no_seawater_conductivity,D00001,2014-08-25T18:50:41Z,2014-10-31T23:59:59Z,applies to one file,Stuck Value QC Test,,check: test triggered,friedrich,2017-05-02T00:00:00Z
oxygen,D00001,2014-08-25T18:50:41Z,2015-03-06T19:58:48Z,extracted from 1st file of 4 files,Global Range Values,,global min = None global_max = None,friedrich,2017-05-02T00:00:00Z
pressure,D00001,2014-08-25T18:50:41Z,2015-03-06T19:58:48Z,extracted from 1st file of 4 files,Global Range Values,,global min = None global_max = None,friedrich,2017-05-02T00:00:00Z
pressure_temp,D00001,2014-08-25T18:50:41Z,2015-03-06T19:58:48Z,extracted from 1st file of 4 files,Global Range Values,,global min = None global_max = None,friedrich,2017-05-02T00:00:00Z
seawater_temperature,D00001,2014-08-25T18:50:41Z,2015-03-06T19:58:48Z,extracted from 1st file of 4 files,Global Range Values,,global min = -2.0 global_max = 40.0,friedrich,2017-05-02T00:00:00Z
seawater_temperature,D00001,2014-08-25T18:50:41Z,2014-10-31T23:59:59Z,applies to one file,Stuck Value QC Test,,check: test triggered,friedrich,2017-05-02T00:00:00Z
oxy_temp,D00001,2014-08-25T18:50:41Z,2015-03-06T19:58:48Z,extracted from 1st file of 4 files,Global Range Values,,global min = None global_max = None,friedrich,2017-05-02T00:00:00Z
dissolved_oxygen,D00001,2014-08-25T18:50:41Z,2015-03-06T19:58:48Z,extracted from 1st file of 4 files,Global Range Values,,global min = None global_max = None,friedrich,2017-05-02T00:00:00Z
conductivity,D00001,2014-08-25T18:50:41Z,2015-03-06T19:58:48Z,extracted from 1st file of 4 files,Global Range Values,,global min = None global_max = None,friedrich,2017-05-02T00:00:00Z
ctdbp_no_seawater_pressure,D00001,2014-11-01T00:00:00Z,2015-01-09T23:59:59Z,applies to one file,Stuck Value QC Test,,check: test triggered,friedrich,2017-05-02T00:00:00Z
ctdbp_no_seawater_conductivity,D00001,2014-11-01T00:00:00Z,2015-01-09T23:59:59Z,applies to one file,Stuck Value QC Test,,check: test triggered,friedrich,2017-05-02T00:00:00Z
seawater_temperature,D00001,2014-11-01T00:00:00Z,2015-01-09T23:59:59Z,applies to one file,Spike QC Test,,check: test triggered,friedrich,2017-05-02T00:00:00Z
seawater_temperature,D00001,2014-11-01T00:00:00Z,2015-01-09T23:59:59Z,applies to one file,Stuck Value QC Test,,check: test triggered,friedrich,2017-05-02T00:00:00Z
ctdbp_no_seawater_pressure,D00001,2015-01-10T00:00:00Z,2015-02-26T23:59:59Z,applies to one file,Stuck Value QC Test,,check: test triggered,friedrich,2017-05-02T00:00:00Z
ctdbp_no_seawater_conductivity,D00001,2015-01-10T00:00:00Z,2015-02-26T23:59:59Z,applies to one file,Global Range QC Test,,check: test triggered,friedrich,2017-05-02T00:00:00Z
ctdbp_no_seawater_conductivity,D00001,2015-01-10T00:00:00Z,2015-02-26T23:59:59Z,applies to one file,Spike QC Test,,check: test triggered,friedrich,2017-05-02T00:00:00Z
ctdbp_no_seawater_conductivity,D00001,2015-01-10T00:00:00Z,2015-02-26T23:59:59Z,applies to one file,Stuck Value QC Test,,check: test triggered,friedrich,2017-05-02T00:00:00Z
